id,display_name,description,works_count,cited_by_count,domain_id,domain_name,field_id,field_name,subfield_id,subfield_name,keywords,wikipedia
T11711,COVID-19 Pandemic Impacts,"This cluster of papers explores the multifaceted impacts of the COVID-19 pandemic on global economy, financial markets, consumer behavior, and food supply chains. It delves into the effects on business, stock market volatility, digital transformation, and the interconnectedness of global trade networks. The research also examines the pandemic's influence on household consumption, poverty, and the resilience of food systems.",94045,529967,domains/2,Social Sciences,fields/20,"Economics, Econometrics and Finance",subfields/2002,Economics and Econometrics,COVID-19; pandemic; financial markets; business impact; consumer behavior; stock market; food supply chain; economic effects; global trade networks; digital transformation,
T11246,Sports injuries and prevention,"This cluster of papers focuses on the epidemiology, risk factors, prevention, and management of musculoskeletal injuries in sports, with a particular emphasis on football (soccer) and youth athletes. It covers a wide range of topics including hamstring strains, injury patterns, injury incidence, and the effectiveness of various prevention programs.",94036,950979,domains/4,Health Sciences,fields/27,Medicine,subfields/2732,Orthopedics and Sports Medicine,Sports Injury; Epidemiology; Muscle Injuries; Prevention; Risk Factors; Football (Soccer); Athletic Training; Youth Athletes; Hamstring Strain; Injury Prevention,
T10856,Intellectual Property and Patents,"This cluster of papers focuses on the analysis of intellectual property rights, particularly patents, and their impact on innovation, market value, technology roadmapping, knowledge spillovers, licensing, and R&D incentives. It explores topics such as patent citations, global patent protection, and the relationship between a firm's patent quality and its market value.",94020,455419,domains/2,Social Sciences,fields/14,"Business, Management and Accounting",subfields/1405,Management of Technology and Innovation,Patent Analysis; Intellectual Property Rights; Innovation; Technology Roadmapping; Patent Citations; Market Value; Knowledge Spillovers; Licensing; R&D Incentives; Global Patent Protection,
T12798,Religious Tourism and Spaces,"This cluster of papers explores the changing geographies of religion in modernity, focusing on topics such as religious tourism, pilgrimage, sacred spaces, secularism, spiritual tourism, postsecular geographies, cultural geography, religious identity, tourist motivations, and spatial theory.",93970,208351,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3305,"Geography, Planning and Development",Religious Tourism; Pilgrimage; Sacred Spaces; Secularism; Spiritual Tourism; Postsecular Geographies; Cultural Geography; Religious Identity; Tourist Motivations; Spatial Theory,
T12775,Legal Issues in South Africa,"This cluster of papers focuses on the governance and legal development in South Africa, covering topics such as constitutionalism, developmental local government, human rights, public participation, equality, legal research, socio-economic rights, environmental governance, consumer protection, and judicial review. The papers explore the challenges and progress in various aspects of governance and legal systems in the context of South Africa's post-apartheid state.",93938,236323,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3308,Law,Constitutionalism; Developmental Local Government; Human Rights; Public Participation; Equality; Legal Research; Socio-Economic Rights; Environmental Governance; Consumer Protection; Judicial Review,
T11965,"Quantum, superfluid, helium dynamics","This cluster of papers explores the behavior of helium at ultra-low temperatures, focusing on quantum effects in helium nanodroplets and solids. It covers topics such as superfluidity, quantum turbulence, ring polymer molecular dynamics, nuclear quantum effects, quantum solvation, vortex dynamics, path integral Monte Carlo simulations, and the properties of supersolid helium.",93920,1252888,domains/3,Physical Sciences,fields/31,Physics and Astronomy,subfields/3107,"Atomic and Molecular Physics, and Optics",Helium Nanodroplets; Quantum Turbulence; Superfluidity; Ring Polymer Molecular Dynamics; Nuclear Quantum Effects; Quantum Solvation; Vortex Dynamics; Path Integral Monte Carlo; Supersolid Helium; Quantum Vortices,
T13494,Military History and Strategy,"This cluster of papers explores the British and international strategies and experiences in counterinsurgency, with a focus on the Malayan Emergency. It delves into the application of minimum force philosophy, military intelligence, colonial warfare, and the influence of Clausewitz in small wars. The keywords reflect the historical, strategic, and philosophical aspects of counterinsurgency.",93907,179195,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3320,Political Science and International Relations,Counterinsurgency; British Army; Malayan Emergency; Clausewitz; Colonial Warfare; Minimum Force Philosophy; Small Wars; Military Intelligence; Colonial Difference; Insurgency Paradigm,
T12213,Marine Ecology and Invasive Species,"This cluster of papers focuses on the impact of marine invasions and biodiversity loss in the Mediterranean Sea, addressing the threats posed by invasive species, global shipping, climate change, and hull fouling. It explores the implications for ecosystem functioning and emphasizes the importance of effective ballast water management.",93887,425388,domains/3,Physical Sciences,fields/23,Environmental Science,subfields/2306,Global and Planetary Change,Marine Invasions; Biodiversity; Mediterranean Sea; Invasive Species; Global Shipping; Climate Change; Biological Invasions; Hull Fouling; Ballast Water Management; Ecosystem Functioning,
T10258,Philosophy and Theoretical Science,"This cluster of papers encompasses a wide range of topics related to consciousness, phenomenal experience, grounding, cognitive science, neuroscience, perception, truth, philosophy of mind, modal logic, and self-awareness. The papers explore various aspects of consciousness and aim to understand the nature of subjective experience from philosophical and scientific perspectives.",93858,913695,domains/2,Social Sciences,fields/32,Psychology,subfields/3205,Experimental and Cognitive Psychology,Consciousness; Phenomenal Experience; Grounding; Cognitive Science; Neuroscience; Perception; Truth; Philosophy of Mind; Modal Logic; Self-Awareness,
T13029,South Asian Studies and Conflicts,"This cluster of papers explores the complex and multifaceted issues surrounding the Kashmir conflict, including its historical roots, ethnic and religious dimensions, human rights implications, and the impact on Indian federalism. The papers also delve into related topics such as insurgency, colonialism, militarization, and tribal dynamics in Northeast India.",93826,259623,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3320,Political Science and International Relations,Kashmir; Conflict; Federalism; Ethnicity; Insurgency; Human Rights; Colonialism; Northeast India; Militarization; Tribal,
T13766,"Media, Journalism, and Communication History","This cluster of papers explores the role of media and propaganda in the history of Spain and Portugal, covering topics such as censorship, public service broadcasting, and the use of television, radio, and press for political purposes. It delves into the influence of media on society during periods like the Franco regime and examines the evolution of media formats over time.",93818,39138,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1202,History,Propaganda; Television; Press; History; Spain; Portugal; Radio; Censorship; Public Service Broadcasting; Franco Regime,
T12720,Multimedia Communication and Technology,"This cluster of papers explores the intersection of social interaction, multimedia synchronization, and user engagement in the context of television viewing. It delves into topics such as second screen usage, danmaku videos, ambient media, and the design of interactive television systems.",93814,295961,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3312,Sociology and Political Science,Social TV; Interactive Television; Multimedia Synchronization; Second Screen; Danmaku Videos; Ambient Media; User Interaction; Media Sharing; TV Systems; Semiotic Approach,
